loss,mae,val_loss,val_mae
0.9777189493179321,0.5242012143135071,1.1315741539001465,0.4560563862323761
0.7067620158195496,0.3770866394042969,0.9941532611846924,0.39104506373405457
0.5554167032241821,0.3104996681213379,0.9040603041648865,0.3606756925582886
0.45642390847206116,0.27834632992744446,0.8438263535499573,0.3465718924999237
0.3848969340324402,0.25664207339286804,0.8094940781593323,0.3376338481903076
0.3380502760410309,0.24061109125614166,0.7837846279144287,0.3358401656150818
0.3044193387031555,0.22831769287586212,0.7695683836936951,0.33183223009109497
0.2768092751502991,0.21727058291435242,0.7674967050552368,0.3340156078338623
0.2553481161594391,0.21391445398330688,0.7644099593162537,0.33595800399780273
0.23643364012241364,0.20742060244083405,0.7860962748527527,0.34218668937683105
0.21942348778247833,0.20343784987926483,0.783566951751709,0.3389017879962921
0.2062755823135376,0.19755952060222626,0.8030839562416077,0.3471989929676056
0.1915384829044342,0.1968669891357422,0.8210139870643616,0.34193024039268494
0.1803964376449585,0.1926419734954834,0.8425419330596924,0.35110601782798767
0.16764549911022186,0.18758146464824677,0.8545370101928711,0.3490302264690399
0.15736041963100433,0.181777685880661,0.8866621851921082,0.3541358411312103
0.1469232738018036,0.1793367564678192,0.8963306546211243,0.3518769145011902
0.13721637427806854,0.1743609458208084,0.93338942527771,0.3688076436519623
0.1293734312057495,0.17139725387096405,0.8981122374534607,0.3492363691329956
0.12249117344617844,0.16852816939353943,0.9584954977035522,0.36632081866264343
0.11459014564752579,0.16465501487255096,0.9331871271133423,0.3526446223258972
0.10685154795646667,0.16218408942222595,0.9827888011932373,0.35929861664772034
0.09999571740627289,0.15714026987552643,0.9722203612327576,0.36165374517440796
0.0918475016951561,0.15343375504016876,1.0420567989349365,0.36817169189453125
0.08854056149721146,0.1511111706495285,1.0496360063552856,0.3744828701019287
0.08604969829320908,0.15090832114219666,1.0450717210769653,0.36384114623069763
0.08056087046861649,0.14794769883155823,1.0440773963928223,0.36311760544776917
0.07647199183702469,0.1437845677137375,1.07999849319458,0.3696448802947998
0.07321871817111969,0.1420602947473526,1.062427043914795,0.3641495704650879
0.06933564692735672,0.1400429606437683,1.0778111219406128,0.3672996759414673
0.06506646424531937,0.13791149854660034,1.0429344177246094,0.36336907744407654
0.06368240714073181,0.13613566756248474,1.1085981130599976,0.3643363416194916
0.06152340769767761,0.13644397258758545,1.0348724126815796,0.3570803701877594
0.058659400790929794,0.13461877405643463,1.0622280836105347,0.3610958755016327
0.05666642636060715,0.13243414461612701,1.1141836643218994,0.36737334728240967
0.05529773607850075,0.12951910495758057,1.0934911966323853,0.35942918062210083
0.05245820805430412,0.12734943628311157,1.0726747512817383,0.36051711440086365
0.05097180977463722,0.1255021095275879,1.1157262325286865,0.36174440383911133
0.0497344508767128,0.1239849403500557,1.0475493669509888,0.35682132840156555
0.04951480031013489,0.12438681721687317,1.1047554016113281,0.3585466146469116
0.048956990242004395,0.12286850064992905,1.0539798736572266,0.3525092303752899
0.0470876507461071,0.12197621911764145,1.0509614944458008,0.35236823558807373
0.04735928401350975,0.12199511379003525,1.0552597045898438,0.35331544280052185
0.046721987426280975,0.12080079317092896,1.0812991857528687,0.35363155603408813
0.044345103204250336,0.11882349103689194,1.0539826154708862,0.3515332341194153
0.044948771595954895,0.11768656224012375,1.0829358100891113,0.3622349500656128
0.04298020154237747,0.11667279899120331,1.075876235961914,0.35478824377059937
0.04321364685893059,0.11640482395887375,1.061002254486084,0.35111260414123535
0.04262546822428703,0.11496743559837341,1.0192945003509521,0.35280436277389526
0.041532278060913086,0.11378530412912369,1.0469597578048706,0.3523392081260681
0.04147512465715408,0.11385301500558853,1.0158882141113281,0.345851868391037
0.040348004549741745,0.11267731338739395,1.0463849306106567,0.350634902715683
0.040213510394096375,0.11341854929924011,0.9970444440841675,0.3414876461029053
0.03975483402609825,0.11232587695121765,1.0308995246887207,0.3458656966686249
0.039177246391773224,0.11135611683130264,1.0334070920944214,0.3495568335056305
0.039200760424137115,0.11182201653718948,1.042327880859375,0.3473317325115204
0.038750626146793365,0.11007354408502579,0.9837262630462646,0.33794841170310974
0.037554118782281876,0.10777712613344193,1.0245914459228516,0.34486427903175354
0.03836789354681969,0.11005380004644394,1.0259809494018555,0.3438374996185303
0.03880983218550682,0.11085764318704605,1.0186583995819092,0.34500887989997864
0.037602901458740234,0.10816836357116699,0.9816533327102661,0.3370978534221649
0.0357850156724453,0.10583892464637756,0.9879286885261536,0.34314343333244324
0.035826876759529114,0.10548915714025497,0.9767975807189941,0.33667925000190735
0.035501424223184586,0.10499434173107147,0.9895429611206055,0.34277722239494324
0.03507756441831589,0.10449477285146713,0.9898701310157776,0.3386039137840271
0.034949641674757004,0.10386288166046143,0.9893270134925842,0.3422667682170868
0.03557344526052475,0.10446611791849136,0.9772585034370422,0.3397957980632782
0.03486216813325882,0.10416208207607269,1.0020533800125122,0.3415817618370056
0.03485078737139702,0.10405184328556061,0.9545655250549316,0.33525633811950684
0.03371025621891022,0.10272818058729172,1.0103224515914917,0.35340404510498047
0.03427477180957794,0.10364998877048492,0.9837138652801514,0.3381999731063843
0.03414301201701164,0.1029103621840477,0.9607266783714294,0.3340217173099518
0.033388491719961166,0.10083998739719391,0.9768508076667786,0.33783772587776184
0.032420381903648376,0.10012082755565643,0.9421393871307373,0.33311307430267334
0.032469492405653,0.0996410995721817,0.9735026955604553,0.3374045193195343
0.03250647336244583,0.09992558509111404,0.9570586681365967,0.3363899290561676
0.032689329236745834,0.10101993381977081,0.9737657904624939,0.3343544602394104
0.03270911052823067,0.10080642998218536,0.9484587907791138,0.3315519392490387
0.03242259845137596,0.09900062531232834,1.0021501779556274,0.34018003940582275
0.03168686479330063,0.09847665578126907,0.9638654589653015,0.3404560983181
0.031862884759902954,0.09886059910058975,0.9748635292053223,0.33762097358703613
0.03187796473503113,0.0986701250076294,0.9420695900917053,0.33050957322120667
0.030451538041234016,0.09709160029888153,0.9638698697090149,0.3388087749481201
0.030232854187488556,0.09593865275382996,0.9541115760803223,0.33078449964523315
0.02987385354936123,0.09573414921760559,0.9520174860954285,0.33266517519950867
0.0298092532902956,0.0953696146607399,0.9696820974349976,0.33517640829086304
0.02970576100051403,0.09570814669132233,0.9487828612327576,0.332857608795166
0.030084874480962753,0.09648993611335754,0.9744754433631897,0.34071359038352966
0.03018287941813469,0.09646071493625641,0.9312231540679932,0.3357793390750885
0.03036690130829811,0.09666141867637634,0.9562119841575623,0.33153411746025085
0.02980869822204113,0.09694438427686691,0.9548450112342834,0.3349144756793976
0.030060462653636932,0.09506189078092575,0.9759184718132019,0.3349430561065674
0.02909220941364765,0.09392181783914566,0.9176779389381409,0.326824814081192
0.02927308715879917,0.0941149890422821,0.9342790246009827,0.3324326276779175
0.028263885527849197,0.09374649077653885,0.9633726477622986,0.33348119258880615
0.028379030525684357,0.0922587439417839,0.9193229675292969,0.32549500465393066
0.028121938928961754,0.09283024817705154,0.9700011610984802,0.33236077427864075
0.027850449085235596,0.09181513637304306,0.9315083026885986,0.3286830186843872
0.02905120514333248,0.0944235548377037,0.9331610798835754,0.32588377594947815
0.027849527075886726,0.09148826450109482,0.9533377289772034,0.33295655250549316
0.02782805636525154,0.09205488115549088,0.955377459526062,0.3373032212257385
0.027419717982411385,0.09190935641527176,0.9593353271484375,0.3332999050617218
0.02718016318976879,0.09174326807260513,0.9460010528564453,0.3279697895050049
0.027147162705659866,0.09109871834516525,0.9754744172096252,0.33485692739486694
0.02761448733508587,0.09111849218606949,0.9102951884269714,0.32488009333610535
0.02754182741045952,0.09148888289928436,0.947870135307312,0.3313571810722351
0.026668241247534752,0.08965067565441132,0.9607471823692322,0.3293670117855072
0.026899060234427452,0.09033291786909103,0.9297789931297302,0.32973000407218933
0.02715257741510868,0.09110838174819946,0.9418910145759583,0.32810258865356445
0.02583540603518486,0.0889059454202652,0.939704954624176,0.32798445224761963
0.026477808132767677,0.08938018232584,0.9446098208427429,0.3281039297580719
0.026906166225671768,0.08863010257482529,0.9630258679389954,0.3325463533401489
0.02649303525686264,0.08923037350177765,0.9291151762008667,0.32672199606895447
0.02595187909901142,0.08822163194417953,0.9307169318199158,0.33039435744285583
0.025520050898194313,0.08735877275466919,0.9288062453269958,0.3250807225704193
0.02525174245238304,0.08735959976911545,0.9718844294548035,0.33373236656188965
0.026361389085650444,0.08927907049655914,0.9393901228904724,0.33078035712242126
0.02541147731244564,0.08807319402694702,0.9561077356338501,0.32913100719451904
0.025296660140156746,0.08780532330274582,0.9205315113067627,0.32559555768966675
0.025349507108330727,0.08695536106824875,0.9548451900482178,0.3317396640777588
0.025174034759402275,0.08767089247703552,0.9224125146865845,0.32472649216651917
0.025596249848604202,0.0878930538892746,0.9498754739761353,0.3309739828109741
0.025474902242422104,0.08720696717500687,0.9144303202629089,0.3228217661380768
0.024588096886873245,0.08626077324151993,0.9377486109733582,0.3274030089378357
0.02458435483276844,0.08692494034767151,0.9740999341011047,0.33357664942741394
0.024488501250743866,0.08579760789871216,0.9416390061378479,0.327833890914917
0.023952562361955643,0.08546239137649536,0.9196528196334839,0.32723572850227356
0.023967556655406952,0.08516114950180054,0.9158083200454712,0.32417193055152893
0.0246216282248497,0.08584541082382202,0.9284568428993225,0.32703131437301636
0.02411288022994995,0.08472222089767456,0.9299075603485107,0.3287818431854248
0.023633843287825584,0.0848386362195015,0.9393715262413025,0.3291081190109253
0.023363912478089333,0.08430857956409454,0.9572141766548157,0.3298170268535614
0.023203225806355476,0.08359167724847794,0.9122915863990784,0.32406604290008545
0.023246722295880318,0.08493135869503021,0.9423454999923706,0.3292537033557892
0.023854829370975494,0.08573518693447113,0.9105576872825623,0.32341596484184265
0.023865677416324615,0.08577762544155121,0.9179924130439758,0.3259216248989105
0.02326998859643936,0.08354027569293976,0.9165217280387878,0.3236405551433563
0.02268250100314617,0.0821966752409935,0.9156060218811035,0.32287362217903137
0.02323908917605877,0.0837179571390152,0.9016962647438049,0.3238151967525482
0.022969558835029602,0.08315622061491013,0.9116873741149902,0.3234708607196808
0.023193737491965294,0.0835675522685051,0.8999812006950378,0.3220832347869873
0.023066429421305656,0.0847061276435852,0.9183421730995178,0.3246922791004181
0.022911392152309418,0.0824749767780304,0.9027429223060608,0.32257118821144104
0.02250983938574791,0.08222401887178421,0.9203872680664062,0.3249700665473938
0.022548649460077286,0.08207817375659943,0.8810442090034485,0.3201499879360199
0.022102728486061096,0.08098912239074707,0.90206378698349,0.3202225863933563
0.022197648882865906,0.08063390851020813,0.9150400161743164,0.3223264217376709
0.022104371339082718,0.08257728070020676,0.8868415355682373,0.3208366632461548
0.022734513506293297,0.08256260305643082,0.9238475561141968,0.3248046636581421
0.02262089215219021,0.08236701786518097,0.9103929996490479,0.3223589062690735
